region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state,posting_date,combined,car_msrp
indianapolis,8995,2010,buick,lucerne,,,gas,129364,clean,automatic,1G4HC5EM9AU122011,fwd,,,silver,in,2021-04-21 13:55:25+00:00,2010.0 buick lucerne,36675
orlando,9995,2010,mercedes-benz,benz glk 350,good,6 cylinders,gas,153775,clean,automatic,WDCGG5GB4AF489171,rwd,,SUV,,fl,2021-05-01 11:24:14+00:00,2010.0 mercedes-benz benz glk 350,36775
vermont,10498,2010,mercedes-benz,benz glk 350,good,6 cylinders,gas,138347,clean,automatic,WDCGG8HB0AF341597,4wd,mid-size,SUV,black,vt,2021-04-26 14:26:09+00:00,2010.0 mercedes-benz benz glk 350,36775
appleton-oshkosh-FDL,13400,2010,lexus,rx 350,,6 cylinders,gas,122228,clean,automatic,2T2BK1BA7AC028749,4wd,mid-size,SUV,red,wi,2021-04-14 00:20:43+00:00,2010.0 lexus rx 350,36800
"kansas city, MO",11599,2010,lexus,rx 350,excellent,6 cylinders,gas,120941,clean,automatic,2T2ZK1BA2AC012067,fwd,full-size,SUV,grey,ks,2021-04-29 17:04:51+00:00,2010.0 lexus rx 350,36800
milwaukee,12000,2010,lexus,rx,,,gas,150520,clean,automatic,2T2BK1BA8AC027870,,,SUV,white,wi,2021-04-24 14:02:38+00:00,2010.0 lexus rx,36800
madison,7695,2010,mercedes-benz,benz c-class c300 4matic sport sedan 7-speed automatic,,,,149461,,automatic,WDDGF8BB2AR127331,4wd,,sedan,,wi,2021-04-17 11:19:20+00:00,2010.0 mercedes-benz benz c-class c300 4matic sport sedan 7-speed automatic,37100
vermont,2500,2010,audi,q5,excellent,,gas,114031,clean,automatic,WA1LKAFP0AA079547,4wd,,SUV,blue,vt,2021-04-14 21:00:11+00:00,2010.0 audi q5,37200
fresno / madera,8995,2010,volvo,xc60,excellent,6 cylinders,gas,146145,clean,automatic,YV4992DZ8A2020985,4wd,,SUV,,ca,2021-04-22 22:37:00+00:00,2010.0 volvo xc60,37200
indianapolis,4500,2010,honda,odyssey ex-l,excellent,6 cylinders,gas,199000,clean,automatic,5FNRL3H60AB005601,fwd,full-size,mini-van,purple,in,2021-05-02 21:18:54+00:00,2010.0 honda odyssey ex-l,37205
new york city,7500,2010,audi,q5,good,6 cylinders,gas,147000,clean,automatic,WA1LKAFP2AA075502,4wd,full-size,SUV,,ny,2021-05-03 16:05:01+00:00,2010.0 audi q5,37350
tulsa,12997,2010,audi,q5,excellent,6 cylinders,gas,85834,clean,automatic,WA1LKBFP9AA061196,4wd,full-size,SUV,red,ok,2021-04-24 02:02:32+00:00,2010.0 audi q5,37350
tucson,9237,2010,infiniti,ex35 journey automatic,,,gas,140407,clean,automatic,JN1AJ0HR9AM755665,4wd,,SUV,black,az,2021-05-04 13:06:14+00:00,2010.0 infiniti ex35 journey automatic,37400
charlottesville,8995,2010,lexus,hs 250h premium,good,4 cylinders,hybrid,134000,clean,automatic,JTHBB1BA7A2038182,fwd,,sedan,silver,va,2021-04-30 21:45:48+00:00,2010.0 lexus hs 250h premium,37420
erie,9995,2010,nissan,armada,,,gas,233304,clean,automatic,5N1AA0NC0AN617094,4wd,,SUV,,pa,2021-04-29 12:40:15+00:00,2010.0 nissan armada,37510
wenatchee,22987,2010,jeep,wrangler unlimited sport,good,,gas,98841,clean,other,1J4BA3H17AL126595,,,other,red,wa,2021-04-21 21:20:59+00:00,2010.0 jeep wrangler unlimited sport,37990
fort collins / north CO,9980,2010,ford,taurus sho,good,6 cylinders,gas,156733,clean,automatic,1FAHP2KT5AG129223,4wd,mid-size,sedan,black,co,2021-04-25 22:56:56+00:00,2010.0 ford taurus sho,37995
rochester,17495,2010,chevrolet,silverado 1500,excellent,8 cylinders,gas,125800,clean,automatic,1GCPKSE02AZ117931,4wd,full-size,truck,black,ny,2021-04-19 20:39:14+00:00,2010.0 chevrolet silverado 1500,37995
modesto,9995,2010,acura,tl,excellent,6 cylinders,gas,161080,clean,automatic,19UUA8F27AA023620,fwd,,sedan,black,ca,2021-04-13 22:23:42+00:00,2010.0 acura tl,38245
spokane / coeur d'alene,29995,2010,ford,f150 svt raptor,excellent,8 cylinders,gas,132000,clean,automatic,1FTEX1E64AFC54653,4wd,full-size,pickup,black,id,2021-05-03 20:45:33+00:00,2010.0 ford f150 svt raptor,38260
dallas / fort worth,24480,2010,toyota,sequoia,excellent,,gas,93915,clean,automatic,5TDKY5G12AS024425,rwd,,SUV,,tx,2021-05-01 14:31:37+00:00,2010.0 toyota sequoia,38530
nashville,10950,2010,cadillac,cts,excellent,,gas,87000,clean,automatic,1G6DA5EG6A0143945,,,,,tn,2021-05-04 14:13:49+00:00,2010.0 cadillac cts,38995
youngstown,9995,2010,ford,f-150 lariat,,8 cylinders,gas,211620,clean,automatic,1FTFWQEV2AFC22069,4wd,,truck,black,oh,2021-04-30 19:51:21+00:00,2010.0 ford f-150 lariat,39915
bozeman,9895,2010,volkswagen,touareg,good,6 cylinders,gas,105471,clean,automatic,WVGBF7A98AD002338,4wd,full-size,SUV,black,mt,2021-04-28 14:37:34+00:00,2010.0 volkswagen touareg,40440
indianapolis,14995,2010,lincoln,mks,,,gas,120863,clean,automatic,1LNHL9ER3AG612154,,,,,in,2021-04-28 14:21:22+00:00,2010.0 lincoln mks,41270
lima / findlay,7998,2010,lincoln,mks,excellent,,gas,120790,clean,automatic,1LNHL9FT9AG606868,4wd,,sedan,white,oh,2021-04-15 17:04:35+00:00,2010.0 lincoln mks,41270
san diego,16950,2010,lexus,rx 450h,,6 cylinders,hybrid,67625,clean,automatic,JTJZB1BA9A2001339,fwd,,SUV,silver,ca,2021-05-04 01:02:18+00:00,2010.0 lexus rx 450h,41660
denver,9337,2010,gmc,acadia slt2 rear ent syst,,,gas,151607,clean,automatic,1GKLVNED9AJ175063,4wd,,SUV,,co,2021-05-03 13:59:38+00:00,2010.0 gmc acadia slt2 rear ent syst,42185
san antonio,21995,2010,chevrolet,silverado 2500hd,,,gas,214099,clean,automatic,1GC4KXB6XAF125611,,,other,white,tx,2021-04-25 16:46:32+00:00,2010.0 chevrolet silverado 2500hd,42210
richmond,11900,2010,acura,mdx,,6 cylinders,gas,136376,clean,automatic,2HNYD2H62AH516718,4wd,,SUV,grey,va,2021-04-24 21:01:55+00:00,2010.0 acura mdx,42230
kennewick-pasco-richland,19990,2010,mercedes-benz,glk-class glk 350,,6 cylinders,other,65765,clean,automatic,WDCGG8HB9AF324443,,,other,white,wa,2021-04-21 16:51:32+00:00,2010.0 mercedes-benz glk-class glk 350,42900
western slope,8995,2010,audi,q5 premium plus,good,6 cylinders,gas,122820,clean,automatic,WA1LKCFP5AA054493,4wd,mid-size,SUV,black,co,2021-04-08 18:00:14+00:00,2010.0 audi q5 premium plus,43000
hawaii,10900,2010,acura,tl,,,gas,118725,clean,automatic,19UUA9F55AA003267,,,sedan,black,hi,2021-04-30 00:45:10+00:00,2010.0 acura tl,43245
boise,14995,2010,gmc,yukon xl 1500,,8 cylinders,other,165000,clean,automatic,1GKUKLE37AR123893,4wd,,SUV,custom,id,2021-05-04 00:06:52+00:00,2010.0 gmc yukon xl 1500,43810
bakersfield,16393,2010,cadillac,escalade esv,excellent,8 cylinders,gas,150057,clean,automatic,1GYUKJEF5AR255832,4wd,,SUV,black,ca,2021-04-30 18:17:09+00:00,2010.0 cadillac escalade esv,44095
"kansas city, MO",14995,2010,chevrolet,camaro,,,gas,101894,clean,automatic,2G1FC1EV4A9224383,,compact,coupe,black,ks,2021-04-24 16:47:32+00:00,2010.0 chevrolet camaro,44145
harrisonburg,12750,2010,lexus,gs 350,,6 cylinders,gas,82084,clean,automatic,JTHCE1KS2A0024707,4wd,,sedan,blue,va,2021-04-12 17:04:06+00:00,2010.0 lexus gs 350,45600
fredericksburg,12995,2010,infiniti,m35,,6 cylinders,gas,52498,clean,automatic,JN1CY0AR0AM961018,4wd,,sedan,black,va,2021-05-01 16:03:09+00:00,2010.0 infiniti m35,45800
new york city,9800,2010,infiniti,m35,good,6 cylinders,gas,126205,clean,automatic,JN1CY0AR0AM960175,4wd,,sedan,black,ny,2021-04-30 14:49:21+00:00,2010.0 infiniti m35,45800
chicago,5500,2010,bmw,528i,,,gas,1,clean,,WBANV1C55AC388599,,,sedan,,il,2021-04-29 15:35:21+00:00,2010.0 bmw 528i,45950
colorado springs,9499,2010,bmw,528xi,excellent,6 cylinders,gas,99011,clean,automatic,WBANV1C57AC443232,4wd,mid-size,sedan,silver,co,2021-04-29 22:38:58+00:00,2010.0 bmw 528xi,45950
kennewick-pasco-richland,12980,2010,audi,q7,,6 cylinders,gas,157940,clean,automatic,WA1CYAFE8AD000332,4wd,,SUV,black,wa,2021-05-04 02:30:26+00:00,2010.0 audi q7,46900
chicago,14200,2010,bmw,x5,excellent,8 cylinders,gas,72000,clean,automatic,5UXFE8C51AL312005,4wd,,SUV,black,il,2021-04-29 13:27:05+00:00,2010.0 bmw x5,47600
sarasota-bradenton,9500,2010,bmw,x5,excellent,6 cylinders,gas,140000,clean,automatic,5UXFE4C51AL380880,4wd,full-size,SUV,white,fl,2021-04-11 18:00:43+00:00,2010.0 bmw x5,47600
orlando,10500,2010,cadillac,escalade,excellent,8 cylinders,gas,196600,clean,automatic,1GYUKDEF7AR112141,4wd,,SUV,,fl,2021-04-26 06:34:04+00:00,2010.0 cadillac escalade,47920
albany,8995,2010,bmw,528 xi,excellent,4 cylinders,gas,120529,clean,automatic,WBANV1C57AC157459,4wd,mid-size,sedan,grey,ny,2021-05-03 19:43:08+00:00,2010.0 bmw 528 xi,48250
colorado springs,12995,2010,land rover,lr4,good,8 cylinders,gas,134812,clean,automatic,SALAG2D46AA521821,4wd,full-size,SUV,grey,co,2021-04-22 20:07:06+00:00,2010.0 land rover lr4,48500
billings,11977,2010,land rover,lr4,,,gas,137481,clean,automatic,SALAG2D45AA518182,,,SUV,green,mt,2021-04-16 18:44:00+00:00,2010.0 land rover lr4,48500
treasure coast,14900,2010,mercedes-benz,benz e350,excellent,6 cylinders,gas,62000,clean,automatic,WDDKJ5GB0AF045583,rwd,,,white,fl,2021-04-29 18:29:15+00:00,2010.0 mercedes-benz benz e350,48600
palm springs,14899,2010,mercedes-benz,e 350,excellent,6 cylinders,gas,82000,clean,automatic,WDDKJ5GB6AF019229,,,coupe,,ca,2021-05-01 19:28:49+00:00,2010.0 mercedes-benz e 350,49475
jackson,7995,2010,lincoln,mkt ecoboost,,,gas,133291,clean,automatic,2LMHJ5AT9ABJ11541,,,,,mi,2021-04-07 17:59:57+00:00,2010.0 lincoln mkt ecoboost,49995
sacramento,9500,2010,audi,a6 3.0t quattro,good,6 cylinders,gas,99450,clean,automatic,WAUKGAFB9AN055051,4wd,full-size,sedan,black,ca,2021-05-04 05:17:36+00:00,2010.0 audi a6 3.0t quattro,51025
des moines,10000,2010,mercedes-benz,benz r350 4matic,excellent,6 cylinders,gas,140000,clean,automatic,4JGCB6FE2AA107829,4wd,full-size,SUV,,ia,2021-04-05 17:15:03+00:00,2010.0 mercedes-benz benz r350 4matic,51675
bend,28995,2010,lexus,gx,,8 cylinders,gas,108780,clean,automatic,JTJJM7FXXA5010512,4wd,,SUV,white,or,2021-04-24 02:04:53+00:00,2010.0 lexus gx,51970
tampa bay area,18788,2010,lexus,gx,,8 cylinders,gas,153469,clean,automatic,JTJBM7FX5A5011524,4wd,,SUV,,fl,2021-05-01 17:01:59+00:00,2010.0 lexus gx,51970
knoxville,20900,2010,audi,s5,excellent,8 cylinders,gas,80700,clean,automatic,WAUVVAFRXAA042672,4wd,mid-size,coupe,black,tn,2021-04-24 00:46:05+00:00,2010.0 audi s5,52400
maine,11299,2010,audi,a6 3.0t quattro,like new,6 cylinders,gas,91107,clean,automatic,WAUKGAFB2AN072872,4wd,compact,sedan,grey,me,2021-04-29 16:43:50+00:00,2010.0 audi a6 3.0t quattro,53310
sarasota-bradenton,14750,2010,acura,mdx sh-awd w/tech,excellent,6 cylinders,gas,107882,clean,automatic,2HNYD2H61AH511137,4wd,,SUV,white,fl,2021-04-23 10:14:31+00:00,2010.0 acura mdx sh-awd w/tech,53755
colorado springs,21950,2010,toyota,tundra 4wd truck,,,gas,115265,clean,automatic,5TFUM5F16AX009054,,,other,black,co,2021-04-27 23:19:03+00:00,2010.0 toyota tundra 4wd truck,54750
amarillo,29900,2010,chevrolet,corvette grand sport,like new,8 cylinders,gas,63350,clean,automatic,1G1YW2DWXA5107081,rwd,full-size,coupe,white,tx,2021-04-19 15:28:51+00:00,2010.0 chevrolet corvette grand sport,55720
helena,14599,2010,gmc,yukon,good,8 cylinders,gas,166501,clean,automatic,1GKUKCE01AR190785,4wd,,SUV,,mt,2021-04-27 15:35:23+00:00,2010.0 gmc yukon,55995
denver,27977,2010,ford,super duty f-450 drw,,,gas,121471,clean,automatic,1FTXW4DR9AEA69268,,,,green,co,2021-05-03 22:50:49+00:00,2010.0 ford super duty f-450 drw,57499
sarasota-bradenton,13991,2010,ford,expedition,excellent,8 cylinders,gas,109000,clean,automatic,1FMJU1J53AEB57417,4wd,full-size,SUV,black,fl,2021-05-03 11:46:41+00:00,2010.0 ford expedition,58349
salem,14995,2010,ford,expedition,,,gas,144660,clean,automatic,1FMJU1J55AEB52414,4wd,,SUV,,or,2021-04-28 20:04:52+00:00,2010.0 ford expedition,58349
athens,12980,2010,gmc,yukon xl,,,other,167342,clean,automatic,1GKUKMEF9AR246840,4wd,,SUV,black,ga,2021-04-15 13:52:34+00:00,2010.0 gmc yukon xl,58750
rochester,9999,2010,gmc,yukon denali,excellent,8 cylinders,gas,210000,clean,automatic,1GKUKEEF2AR265008,4wd,,SUV,grey,mn,2021-04-10 09:59:06+00:00,2010.0 gmc yukon denali,58750
bellingham,16999,2010,mercedes-benz,gl-class,good,8 cylinders,gas,89109,clean,automatic,4JGBF7BE8AA614715,,,SUV,,wa,2021-05-04 16:05:54+00:00,2010.0 mercedes-benz gl-class,59950
fredericksburg,15488,2010,cadillac,escalade,good,8 cylinders,gas,148126,clean,automatic,1GYUKCEF1AR180820,4wd,full-size,SUV,silver,va,2021-04-27 18:32:09+00:00,2010.0 cadillac escalade,61420
rhode island,16995,2010,cadillac,escalade,,8 cylinders,other,125532,clean,automatic,1GYUKCEF3AR263990,,,SUV,black,ri,2021-05-04 17:02:51+00:00,2010.0 cadillac escalade,61420
long island,17995,2010,cadillac,escalade,excellent,,gas,102485,clean,automatic,1GYUKBEF7AR167628,4wd,,SUV,,ny,2021-04-30 19:15:21+00:00,2010.0 cadillac escalade,61420
chicago,12000,2010,lexus,ls460,excellent,8 cylinders,gas,148500,clean,automatic,JTHCL5EFXA5007233,4wd,full-size,sedan,black,il,2021-05-03 22:52:09+00:00,2010.0 lexus ls460,64680
"st louis, MO",29988,2010,cadillac,escalade premium,excellent,8 cylinders,gas,28000,,automatic,1GYUKCEF7AR153783,4wd,,SUV,,il,2021-05-01 00:11:25+00:00,2010.0 cadillac escalade premium,65045
detroit metro,6995,2010,chevrolet,traverse,,,gas,1,clean,automatic,1GNLRFEDXAS106275,fwd,,other,black,mi,2021-05-04 19:20:37+00:00,2010.0 chevrolet traverse,71000
sacramento,15488,2010,jaguar,xk,excellent,8 cylinders,gas,92256,,automatic,SAJWA4FB5ALB35566,,,coupe,,ca,2021-05-03 15:02:49+00:00,2010.0 jaguar xk,82150
louisville,4499,2011,mazda,mazda2,,,gas,135596,clean,automatic,JM1DE1HY2B0109811,,,hatchback,black,ky,2021-04-14 19:17:48+00:00,2011.0 mazda mazda2,4510
roanoke,4995,2011,nissan,sentra,,,gas,114183,clean,automatic,3N1AB6AP4BL661374,fwd,,sedan,,va,2021-04-07 18:31:12+00:00,2011.0 nissan sentra,4909
madison,6788,2011,nissan,sentra,excellent,,gas,79814,clean,automatic,3N1AB6AP0BL655748,fwd,,,red,wi,2021-04-22 11:01:51+00:00,2011.0 nissan sentra,4909
tri-cities,6795,2011,nissan,sentra,,4 cylinders,gas,132295,,automatic,3N1AB6AP8BL640799,fwd,,sedan,blue,tn,2021-04-12 17:13:25+00:00,2011.0 nissan sentra,4909
pensacola,7343,2011,nissan,sentra,excellent,,gas,86725,clean,automatic,3N1AB6AP1BL729842,fwd,,sedan,grey,fl,2021-04-30 16:30:39+00:00,2011.0 nissan sentra,4909
central michigan,3900,2011,kia,rio lx,excellent,4 cylinders,gas,136000,clean,automatic,KNADH4A31B6927662,fwd,compact,sedan,red,mi,2021-04-27 18:33:03+00:00,2011.0 kia rio lx,5726
central NJ,5000,2011,nissan,cube,,4 cylinders,gas,129313,clean,other,JN8AZ2KR4BT204467,fwd,,wagon,red,nj,2021-04-11 16:04:42+00:00,2011.0 nissan cube,5762
el paso,10995,2011,mazda,3 speed,good,4 cylinders,gas,74402,clean,manual,JM1BL1K32B1360347,fwd,,hatchback,black,tx,2021-04-19 20:54:48+00:00,2011.0 mazda 3 speed,5830
"st louis, MO",13995,2011,ford,ranger sport extended cab,excellent,6 cylinders,gas,150144,clean,automatic,1FTLR4FE6BPA27498,4wd,mid-size,truck,white,il,2021-04-21 15:20:07+00:00,2011.0 ford ranger sport extended cab,6930
omaha / council bluffs,7995,2011,ford,taurus,,6 cylinders,gas,125331,,automatic,1FAHP2FW0BG122301,fwd,,sedan,white,ia,2021-04-20 12:10:40+00:00,2011.0 ford taurus,7001
inland empire,8799,2011,mini,clubman,,,gas,79031,clean,automatic,WMWZG3C5XBTY35615,,full-size,hatchback,blue,ca,2021-05-01 18:20:59+00:00,2011.0 mini clubman,7398
des moines,6750,2011,audi,a4 2.0 quattro,good,4 cylinders,gas,161110,clean,automatic,WAUBFAFL1BA100682,4wd,full-size,sedan,white,ia,2021-04-29 19:05:17+00:00,2011.0 audi a4 2.0 quattro,7535
houston,12863,2011,jeep,grand cherokee,,6 cylinders,gas,133119,clean,automatic,1J4RR4GG1BC615708,4wd,,SUV,black,tx,2021-05-01 15:32:29+00:00,2011.0 jeep grand cherokee,7700
denver,17977,2011,jeep,grand cherokee,,,gas,90716,clean,automatic,1J4RR4GT6BC736425,,,other,,co,2021-05-04 13:52:33+00:00,2011.0 jeep grand cherokee,7700
space coast,8987,2011,jeep,grand cherokee,excellent,,gas,169051,clean,automatic,1J4RR5GT0BC670475,4wd,,SUV,,fl,2021-05-03 17:01:09+00:00,2011.0 jeep grand cherokee,7700
"kansas city, MO",13950,2011,jeep,grand cherokee,,,gas,122993,clean,automatic,1J4RR4GT8BC715429,,,,,ks,2021-04-24 22:21:26+00:00,2011.0 jeep grand cherokee,7700
tucson,7490,2011,bmw,3 series,excellent,6 cylinders,gas,170101,clean,automatic,WBAPH5C54BF093050,rwd,full-size,sedan,,az,2021-04-22 16:00:20+00:00,2011.0 bmw 3 series,7700
las vegas,12797,2011,bmw,3 series,excellent,6 cylinders,gas,76264,clean,automatic,WBAPH5G56BNM79887,rwd,,sedan,,nv,2021-04-25 19:01:06+00:00,2011.0 bmw 3 series,7700
northern panhandle,13465,2011,jeep,grand cherokee,,,gas,101384,clean,automatic,1J4RR4GG4BC509687,4wd,,,black,oh,2021-04-07 14:17:08+00:00,2011.0 jeep grand cherokee,7700
new haven,14995,2011,jeep,grand cherokee,,,gas,138183,clean,automatic,1J4RR6GT1BC714862,,,,,ct,2021-04-30 11:42:42+00:00,2011.0 jeep grand cherokee,7700
"washington, DC",9950,2011,jeep,grand cherokee,,6 cylinders,other,162132,clean,automatic,1J4RR4GG5BC642569,4wd,,SUV,green,dc,2021-04-29 19:02:49+00:00,2011.0 jeep grand cherokee,7700
stockton,12998,2011,jeep,grand cherokee,excellent,,gas,109174,clean,automatic,1J4RS4GGXBC646699,,,SUV,grey,ca,2021-04-22 17:32:33+00:00,2011.0 jeep grand cherokee,7700
western massachusetts,9995,2011,jeep,grand cherokee,excellent,6 cylinders,gas,204220,clean,automatic,1J4RR4GG7BC647840,4wd,,SUV,red,ma,2021-04-27 12:16:25+00:00,2011.0 jeep grand cherokee,7700
billings,10977,2011,jeep,grand cherokee,,,gas,147208,clean,automatic,1J4RR4GG2BC506786,,,SUV,white,mt,2021-04-16 18:39:10+00:00,2011.0 jeep grand cherokee,7700
winston-salem,13995,2011,mercedes-benz,e-class,,,gas,113952,clean,automatic,WDDHF8HB6BA439227,,,sedan,white,nc,2021-04-26 14:38:58+00:00,2011.0 mercedes-benz e-class,7832
pittsburgh,16900,2011,mercedes-benz,e-class,excellent,6 cylinders,gas,58956,clean,automatic,WDDHF8HB5BA377707,4wd,,sedan,grey,pa,2021-04-14 20:47:13+00:00,2011.0 mercedes-benz e-class,7832
reno / tahoe,13999,2011,mercedes-benz,e-class,excellent,6 cylinders,diesel,83190,clean,automatic,WDDHF2EB6BA467689,rwd,mid-size,,,ca,2021-05-04 20:20:02+00:00,2011.0 mercedes-benz e-class,7886
milwaukee,12995,2011,mercedes-benz,e-class,excellent,,gas,91020,clean,automatic,WDDHF8HB5BA355769,4wd,,sedan,black,wi,2021-05-05 00:46:32+00:00,2011.0 mercedes-benz e-class,7886
los angeles,20995,2011,mercedes-benz,e-class,,8 cylinders,gas,83062,clean,automatic,WDDKK7CF6BF045333,rwd,,convertible,,ca,2021-05-04 17:26:16+00:00,2011.0 mercedes-benz e-class,7886
colorado springs,9999,2011,mercedes-benz,e-class,good,6 cylinders,gas,111540,clean,automatic,WDDHF5GB9BA501381,rwd,mid-size,sedan,black,co,2021-04-30 00:11:51+00:00,2011.0 mercedes-benz e-class,7886
space coast,9995,2011,ford,ranger,excellent,4 cylinders,gas,122304,clean,automatic,1FTKR1EDXBPA34778,rwd,mid-size,pickup,white,fl,2021-04-14 18:42:37+00:00,2011.0 ford ranger,8360
poconos,8899,2011,acura,mdx,,,gas,164964,clean,automatic,2HNYD2H75BH511751,,,SUV,black,pa,2021-04-14 21:58:28+00:00,2011.0 acura mdx,8987
orlando,5990,2011,nissan,versa,excellent,,gas,137866,clean,automatic,3N1BC1CP8BL403182,fwd,,hatchback,grey,fl,2021-05-01 23:01:15+00:00,2011.0 nissan versa,10990
boise,22495,2011,jeep,wrangler,,6 cylinders,gas,83243,clean,automatic,1J4BA3H18BL518812,4wd,,,black,id,2021-05-02 20:16:37+00:00,2011.0 jeep wrangler,11595
"washington, DC",11500,2011,audi,q5 3.2 quattro premium,excellent,6 cylinders,gas,103000,clean,automatic,WA1DKBFP0BA017884,4wd,,SUV,grey,dc,2021-05-01 20:56:12+00:00,2011.0 audi q5 3.2 quattro premium,12980
delaware,4500,2011,ford,fiesta ses,good,4 cylinders,gas,97700,clean,automatic,3FADP4FJ0BM217185,,compact,hatchback,white,de,2021-04-29 12:03:31+00:00,2011.0 ford fiesta ses,12999
"kansas city, MO",6997,2011,kia,forte,,,gas,103801,clean,automatic,KNAFW6A3XB5407704,,,coupe,silver,ks,2021-05-02 19:40:06+00:00,2011.0 kia forte,13000
madison,4444,2011,kia,forte,,4 cylinders,gas,15500,clean,automatic,KNAFU4A20B5440485,fwd,,sedan,red,wi,2021-05-04 16:04:18+00:00,2011.0 kia forte,13000
space coast,7950,2011,toyota,yaris,excellent,4 cylinders,gas,47000,clean,automatic,JTDKT4K33B5337069,fwd,sub-compact,sedan,grey,fl,2021-04-05 02:05:00+00:00,2011.0 toyota yaris,13155
akron / canton,5949,2011,ford,fiesta,,,other,128543,clean,automatic,3FADP4EJ3BM171451,,sub-compact,hatchback,green,oh,2021-04-26 16:28:51+00:00,2011.0 ford fiesta,13200
scranton / wilkes-barre,5795,2011,kia,soul,,,gas,177387,clean,automatic,KNDJT2A26B7256774,,compact,wagon,green,pa,2021-05-03 18:35:41+00:00,2011.0 kia soul,13300
medford-ashland,8700,2011,kia,soul,excellent,4 cylinders,gas,86524,clean,manual,KNDJT2A14B7294284,fwd,mid-size,wagon,silver,or,2021-04-29 22:28:17+00:00,2011.0 kia soul,13300
fort collins / north CO,8999,2011,kia,soul,,4 cylinders,gas,94462,clean,automatic,KNDJT2A25B7276269,fwd,,sedan,,co,2021-04-12 14:54:57+00:00,2011.0 kia soul,13300
charlotte,800,2011,kia,soul,good,4 cylinders,gas,129546,clean,automatic,KNDJT2A26B7193732,fwd,,wagon,black,nc,2021-04-19 14:40:57+00:00,2011.0 kia soul,13300
boston,7995,2011,chevrolet,cruze lt,like new,4 cylinders,gas,84382,clean,automatic,1G1PF5S91B7172014,fwd,mid-size,sedan,grey,ma,2021-04-30 19:18:42+00:00,2011.0 chevrolet cruze lt,13961
roanoke,4995,2011,ford,fiesta,,,gas,158818,clean,automatic,3FADP4AJ0BM166200,,sub-compact,sedan,white,va,2021-04-16 17:06:42+00:00,2011.0 ford fiesta,14000
charleston,8995,2011,honda,fit,excellent,4 cylinders,gas,103514,clean,automatic,JHMGE8H52BC013296,fwd,,hatchback,white,sc,2021-04-15 12:15:48+00:00,2011.0 honda fit,14400
parkersburg-marietta,4950,2011,honda,fit,,,gas,132240,clean,automatic,JHMGE8H35BS010056,,compact,hatchback,red,oh,2021-04-28 17:51:48+00:00,2011.0 honda fit,14400
harrisburg,15900,2011,chevrolet,colorado crew 4x4,good,5 cylinders,gas,122562,clean,automatic,1GCHTCFE6B8116158,4wd,,,,pa,2021-05-03 17:25:15+00:00,2011.0 chevrolet colorado crew 4x4,14990
